id,company,gender,salary,position_level,performance_score,work_hours_per_week,experience_years,has_certifications,promoted
14703,1,1,77000.0,0,8.0,54.0,10.0,True,True
14704,0,1,84000.0,0,8.0,23.0,8.0,True,True
14705,1,1,100000.0,2,10.0,36.0,22.0,True,True
14706,4,0,83000.0,1,9.0,40.0,3.0,True,True
14707,4,1,99000.0,2,4.0,50.0,32.0,True,True
14708,3,1,90000.0,1,5.0,32.0,31.0,True,True
14709,4,0,75000.0,2,6.0,41.0,6.0,False,True
14710,0,0,63000.0,0,3.0,57.0,1.0,False,True
14711,4,0,69000.0,1,3.0,44.0,-16.0,False,True
14712,3,1,81000.0,1,8.0,47.0,0.0,False,True
14713,3,0,76000.0,0,6.0,47.0,19.0,True,True
14714,1,0,75000.0,1,4.0,21.0,7.0,True,True
14715,4,0,72000.0,0,6.0,46.0,3.0,True,True
14716,0,0,73000.0,2,4.0,21.0,4.0,True,True
14717,0,0,82000.0,2,10.0,55.0,3.0,False,True
14718,2,1,74000.0,1,1.0,60.0,18.0,True,True
14719,3,0,88000.0,1,10.0,54.0,1.0,True,True
14720,3,1,84000.0,2,4.0,50.0,7.0,True,True
14721,3,1,68000.0,1,1.0,47.0,16.0,True,True
14722,4,1,80000.0,0,8.0,42.0,-9.0,True,True
14723,0,0,76000.0,1,6.0,25.0,0.0,False,True
14724,4,0,69000.0,0,3.0,45.0,13.0,True,True
14725,2,1,87000.0,1,9.0,50.0,7.0,True,True
14726,2,0,74000.0,1,6.0,49.0,-6.0,False,True
14727,4,1,94000.0,0,4.0,43.0,41.0,True,True
14728,1,1,90000.0,1,9.0,39.0,8.0,True,True
14730,0,0,78000.0,1,6.0,21.0,22.0,False,True
14731,4,0,91000.0,0,7.0,24.0,38.0,False,True
14732,3,1,80000.0,0,7.0,38.0,3.0,False,True
14733,3,1,75000.0,2,2.0,39.0,15.0,False,True
14734,2,0,81000.0,2,8.0,23.0,0.0,False,True
14735,0,1,69000.0,0,5.0,59.0,-3.0,False,True
14736,1,0,74000.0,2,6.0,26.0,0.0,True,True
14737,3,1,79000.0,0,6.0,40.0,15.0,False,True
14738,4,0,76000.0,0,7.0,32.0,5.0,True,True
14739,0,0,70000.0,1,3.0,21.0,15.0,True,True
14740,4,0,86000.0,1,9.0,46.0,23.0,False,True
14741,1,1,0.0,1,3.0,29.0,24.0,False,True
14742,2,0,88000.0,0,10.0,50.0,-23.0,True,True
14743,0,1,79000.0,1,3.0,27.0,19.0,False,True
14744,2,1,68000.0,1,2.0,22.0,9.0,False,True
14745,4,1,80000.0,0,6.0,36.0,13.0,True,True
14746,0,1,78000.0,1,4.0,44.0,-17.0,True,True
14747,3,0,86000.0,0,8.0,42.0,24.0,False,True
14748,4,1,91000.0,1,9.0,31.0,-8.0,True,True
14749,0,0,82000.0,0,10.0,23.0,0.0,True,True
14750,2,0,85000.0,1,6.0,29.0,28.0,True,True
14751,0,1,95000.0,2,9.0,25.0,20.0,False,True
14752,2,1,77000.0,1,5.0,29.0,0.0,True,True
14753,1,1,105000.0,1,9.0,45.0,40.0,False,True
14754,0,1,99000.0,1,8.0,55.0,29.0,True,True
14755,3,0,81000.0,1,7.0,42.0,6.0,False,True
14757,3,1,85000.0,2,5.0,44.0,11.0,False,True
14758,1,0,74000.0,2,3.0,43.0,17.0,True,True
14759,4,1,77000.0,1,7.0,27.0,0.0,False,True
14760,1,0,66000.0,0,3.0,54.0,10.0,True,True
14761,0,0,88000.0,2,7.0,42.0,16.0,True,True
14762,3,1,79000.0,1,5.0,40.0,8.0,True,True
14763,0,1,79000.0,2,7.0,39.0,0.0,False,True
14764,4,1,82000.0,1,6.0,60.0,19.0,True,True
14765,3,1,0.0,1,7.0,58.0,15.0,True,True
14766,2,1,89000.0,2,6.0,21.0,12.0,True,True
14767,2,0,77000.0,1,6.0,42.0,0.0,True,True
14768,3,0,91000.0,2,10.0,38.0,11.0,True,True
14769,4,0,76000.0,2,7.0,36.0,2.0,True,True
14770,4,0,71000.0,2,2.0,26.0,7.0,True,True
14771,1,1,79000.0,1,6.0,50.0,1.0,True,True
14772,0,1,89000.0,1,10.0,47.0,7.0,True,True
14773,4,0,83000.0,1,5.0,55.0,29.0,True,True
14774,2,1,86000.0,1,4.0,56.0,24.0,True,True
14775,1,0,0.0,1,6.0,32.0,26.0,False,True
14776,3,0,75000.0,0,8.0,21.0,3.0,False,True
14777,4,1,75000.0,1,4.0,47.0,6.0,False,True
14779,0,0,71000.0,2,2.0,60.0,5.0,False,True
14780,2,1,87000.0,2,7.0,39.0,14.0,True,True
14781,2,0,84000.0,2,6.0,43.0,14.0,True,True
14782,4,0,80000.0,0,7.0,24.0,19.0,True,True
14783,0,0,69000.0,1,1.0,56.0,9.0,True,True
14784,0,1,85000.0,1,7.0,50.0,14.0,True,True
14785,4,1,81000.0,1,4.0,49.0,18.0,False,True
14786,4,1,89000.0,2,1.0,38.0,33.0,False,True
14787,3,0,69000.0,0,4.0,30.0,4.0,True,True
14788,0,1,65000.0,1,1.0,56.0,7.0,True,True
14789,2,1,0.0,0,3.0,50.0,0.0,True,True
14790,2,0,76000.0,2,3.0,21.0,22.0,False,True
14791,2,1,83000.0,2,8.0,38.0,0.0,True,True
14792,0,0,80000.0,1,6.0,59.0,15.0,False,True
14793,1,0,79000.0,1,2.0,25.0,36.0,False,True
14794,0,0,77000.0,2,4.0,48.0,4.0,True,True
14795,1,1,81000.0,2,6.0,40.0,1.0,True,True
14796,3,1,79000.0,1,2.0,20.0,19.0,True,True
14798,0,0,78000.0,2,8.0,53.0,1.0,True,True
14799,0,1,78000.0,2,5.0,35.0,7.0,False,True
14800,0,0,74000.0,1,7.0,56.0,0.0,True,True
14801,2,0,58000.0,0,1.0,58.0,9.0,False,True
14802,1,1,76000.0,1,4.0,51.0,3.0,True,True
14803,0,0,69000.0,1,5.0,22.0,-3.0,True,True
14804,2,1,66000.0,2,1.0,26.0,0.0,True,True
14806,2,1,67000.0,2,1.0,44.0,3.0,True,True
14807,1,1,90000.0,2,8.0,27.0,8.0,False,True
14808,0,0,88000.0,2,7.0,32.0,27.0,True,True
14809,4,0,88000.0,2,10.0,39.0,5.0,True,True
14810,4,0,74000.0,2,3.0,51.0,5.0,False,True
14811,1,1,0.0,1,1.0,20.0,3.0,False,True
14812,2,0,92000.0,2,2.0,55.0,-37.0,True,True
14813,3,1,72000.0,0,5.0,57.0,10.0,False,True
14814,3,1,85000.0,2,5.0,20.0,22.0,False,True
14815,1,0,64000.0,0,2.0,42.0,10.0,False,True
14816,4,1,69000.0,0,1.0,38.0,3.0,True,True
14817,4,1,73000.0,0,4.0,32.0,10.0,True,True
14818,1,0,69000.0,2,1.0,45.0,8.0,False,True
14819,4,0,72000.0,1,4.0,43.0,6.0,False,True
14820,3,1,0.0,2,5.0,32.0,21.0,False,True
14821,2,0,78000.0,0,10.0,57.0,8.0,True,True
14822,2,0,93000.0,2,10.0,34.0,12.0,False,True
14823,0,0,81000.0,2,7.0,43.0,2.0,False,True
14824,3,1,67000.0,0,3.0,38.0,3.0,False,True
14825,3,0,87000.0,2,9.0,41.0,10.0,False,True
14826,1,1,68000.0,1,3.0,33.0,0.0,True,True
14827,4,0,75000.0,2,5.0,20.0,16.0,False,True
14828,3,1,79000.0,0,9.0,49.0,2.0,True,True
14829,3,0,89000.0,0,7.0,52.0,31.0,False,True
14830,4,1,71000.0,0,4.0,36.0,12.0,False,True
14831,0,1,89000.0,1,8.0,40.0,24.0,True,True
14832,4,0,93000.0,2,4.0,21.0,32.0,True,True
14833,0,0,76000.0,0,5.0,34.0,16.0,True,True
14834,1,1,89000.0,2,9.0,42.0,5.0,True,True
14835,3,0,67000.0,1,4.0,46.0,6.0,False,True
14836,3,1,80000.0,0,6.0,58.0,23.0,False,True
14837,3,1,83000.0,1,7.0,44.0,6.0,True,True
14838,2,1,85000.0,2,7.0,31.0,1.0,True,True
14839,2,1,85000.0,1,7.0,32.0,-23.0,False,True
14840,0,1,72000.0,1,2.0,33.0,15.0,False,True
14842,3,0,84000.0,1,9.0,20.0,2.0,True,True
14843,4,0,66000.0,0,3.0,32.0,15.0,False,True
14845,3,1,73000.0,1,1.0,51.0,7.0,True,True
14846,1,1,84000.0,0,8.0,37.0,22.0,True,True
14847,2,0,0.0,2,9.0,41.0,4.0,False,True
14848,2,0,64000.0,1,2.0,36.0,1.0,False,True
14849,1,1,95000.0,1,7.0,47.0,27.0,False,True
14850,1,0,72000.0,0,7.0,56.0,2.0,True,True
14851,0,0,92000.0,2,9.0,48.0,-20.0,True,True
14852,1,1,93000.0,0,8.0,30.0,33.0,True,True
14853,2,0,80000.0,0,9.0,51.0,2.0,True,True
14854,0,1,70000.0,0,6.0,20.0,2.0,False,True
14855,0,1,74000.0,1,5.0,35.0,3.0,False,True
14856,3,0,71000.0,2,5.0,22.0,0.0,True,True
14857,2,1,97000.0,1,9.0,28.0,35.0,False,True
14858,0,1,89000.0,2,10.0,20.0,4.0,False,True
14859,4,0,78000.0,0,7.0,45.0,12.0,False,True
14860,1,1,78000.0,0,8.0,23.0,5.0,True,True
14861,3,0,80000.0,2,6.0,22.0,3.0,True,True
14862,1,1,76000.0,0,6.0,23.0,9.0,False,True
14863,1,0,85000.0,2,9.0,33.0,14.0,True,True
14864,1,0,81000.0,1,10.0,44.0,13.0,False,True
14865,2,0,81000.0,1,7.0,40.0,19.0,True,True
14866,1,1,77000.0,2,2.0,31.0,-12.0,True,True
14867,0,1,88000.0,1,4.0,43.0,26.0,True,True
14868,4,1,96000.0,1,10.0,27.0,18.0,True,True
14869,3,1,92000.0,2,9.0,33.0,14.0,True,True
14870,4,0,69000.0,1,2.0,40.0,11.0,False,True
14871,4,1,65000.0,0,3.0,59.0,3.0,False,True
14872,4,0,68000.0,0,1.0,28.0,19.0,True,True
14873,2,1,87000.0,1,9.0,54.0,1.0,True,True
14874,2,0,87000.0,1,8.0,32.0,23.0,True,True
14875,1,1,83000.0,1,6.0,46.0,20.0,True,True
14876,4,1,79000.0,2,3.0,41.0,3.0,False,True
14878,4,1,77000.0,0,2.0,51.0,25.0,True,True
14879,0,0,63000.0,1,1.0,60.0,14.0,False,True
14880,0,1,87000.0,1,8.0,43.0,18.0,True,True
14882,2,1,87000.0,2,6.0,33.0,16.0,True,True
14883,2,0,96000.0,2,4.0,31.0,40.0,False,True
14884,3,0,84000.0,2,5.0,27.0,17.0,True,True
14885,4,0,88000.0,2,10.0,54.0,1.0,True,True
14886,1,0,67000.0,0,3.0,51.0,10.0,True,True
14887,0,0,77000.0,0,10.0,59.0,9.0,False,True
14889,3,1,78000.0,1,3.0,56.0,4.0,True,True
14890,0,0,73000.0,1,4.0,57.0,7.0,False,True
14891,2,0,0.0,1,9.0,25.0,0.0,True,True
14892,2,0,81000.0,2,6.0,59.0,22.0,True,True
14893,2,1,69000.0,2,3.0,21.0,1.0,False,True
14894,3,1,73000.0,0,2.0,20.0,-16.0,False,True
14895,2,0,88000.0,0,10.0,25.0,23.0,False,True
14896,1,0,76000.0,1,6.0,36.0,16.0,True,True
14897,3,1,64000.0,0,2.0,45.0,8.0,False,True
14899,2,0,73000.0,0,5.0,48.0,10.0,True,True
14900,0,1,88000.0,2,6.0,52.0,12.0,True,True
14901,1,0,68000.0,2,2.0,59.0,16.0,False,True
14902,2,1,67000.0,0,3.0,25.0,0.0,False,True
14903,1,1,90000.0,2,9.0,34.0,3.0,False,True
14904,0,1,78000.0,0,7.0,59.0,0.0,True,True
14906,3,1,70000.0,2,3.0,43.0,0.0,True,True
14907,0,1,75000.0,2,1.0,47.0,14.0,False,True
14908,4,0,84000.0,2,5.0,29.0,16.0,False,True
14909,4,1,82000.0,2,6.0,29.0,3.0,False,True
14910,3,1,82000.0,2,4.0,57.0,4.0,False,True
14911,0,0,82000.0,1,9.0,43.0,0.0,True,True
14912,0,0,80000.0,1,8.0,36.0,5.0,True,True
14913,1,1,74000.0,1,5.0,53.0,5.0,True,True
14914,0,0,0.0,0,2.0,52.0,16.0,False,True
14915,0,0,82000.0,1,6.0,60.0,20.0,False,True
14916,1,1,82000.0,2,4.0,37.0,9.0,True,True
14917,4,0,76000.0,1,4.0,22.0,7.0,True,True
14918,0,0,79000.0,0,10.0,40.0,1.0,True,True
14919,4,1,81000.0,1,5.0,56.0,13.0,True,True
14920,3,0,80000.0,1,8.0,52.0,-14.0,False,True
14921,3,1,87000.0,0,9.0,56.0,-11.0,False,True
14922,3,1,82000.0,1,5.0,39.0,19.0,True,True
14923,1,1,91000.0,2,8.0,22.0,20.0,False,True
14924,2,0,69000.0,1,6.0,30.0,1.0,False,True
14925,3,1,80000.0,1,7.0,35.0,3.0,False,True
14926,2,0,76000.0,0,9.0,26.0,2.0,False,True
14927,4,0,72000.0,0,4.0,60.0,22.0,True,True
14928,0,0,63000.0,2,1.0,33.0,4.0,True,True
14930,4,1,79000.0,1,3.0,33.0,12.0,True,True
14931,0,1,84000.0,1,9.0,30.0,1.0,False,True
14932,0,1,76000.0,1,2.0,49.0,26.0,True,True
14933,4,1,75000.0,0,1.0,20.0,20.0,True,True
14934,3,0,66000.0,0,1.0,28.0,12.0,False,True
14935,1,0,84000.0,2,7.0,56.0,6.0,True,True
14936,4,1,93000.0,2,10.0,26.0,1.0,True,True
14937,3,1,70000.0,0,5.0,47.0,0.0,True,True
14938,4,0,81000.0,0,8.0,23.0,18.0,False,True
14939,0,0,74000.0,2,4.0,28.0,0.0,True,True
14940,2,0,91000.0,2,4.0,35.0,32.0,False,True
14941,4,0,0.0,0,6.0,21.0,4.0,False,True
14942,1,1,95000.0,2,10.0,32.0,6.0,False,True
14943,4,0,92000.0,2,8.0,48.0,18.0,True,True
14944,1,1,78000.0,0,6.0,50.0,6.0,False,True
14945,1,1,83000.0,0,9.0,51.0,6.0,False,True
14946,2,0,94000.0,2,10.0,53.0,22.0,True,True
14948,4,1,90000.0,1,10.0,21.0,5.0,True,True
14949,4,1,68000.0,1,1.0,47.0,14.0,False,True
14950,3,0,81000.0,2,8.0,42.0,1.0,False,True
14951,1,1,88000.0,2,6.0,56.0,9.0,True,True
14952,2,1,79000.0,1,7.0,28.0,-3.0,False,True
14953,2,1,94000.0,2,10.0,39.0,9.0,True,True
14954,2,1,94000.0,1,10.0,24.0,21.0,True,True
14955,4,1,82000.0,1,6.0,33.0,0.0,False,True
14956,1,1,67000.0,0,3.0,45.0,4.0,True,True
14957,0,1,0.0,0,6.0,39.0,7.0,False,True
14958,2,0,64000.0,1,1.0,23.0,14.0,True,True
14959,0,0,85000.0,1,6.0,48.0,29.0,True,True
14960,1,1,64000.0,1,2.0,23.0,0.0,True,True
14961,3,0,65000.0,1,3.0,55.0,0.0,True,True
14962,4,0,88000.0,2,9.0,34.0,3.0,True,True
14963,1,1,81000.0,1,9.0,24.0,3.0,True,True
14965,2,0,64000.0,1,4.0,23.0,0.0,False,True
14966,2,0,77000.0,1,8.0,58.0,11.0,False,True
14967,1,0,84000.0,2,9.0,28.0,2.0,False,True
14968,1,0,0.0,0,10.0,38.0,0.0,True,True
14969,0,1,76000.0,2,2.0,46.0,12.0,False,True
14970,1,0,79000.0,1,5.0,22.0,16.0,True,True
14971,1,0,88000.0,2,9.0,33.0,1.0,True,True
14972,4,1,82000.0,0,9.0,57.0,2.0,False,True
14973,2,0,63000.0,2,1.0,59.0,2.0,True,True
14974,3,0,77000.0,1,5.0,35.0,-1.0,True,True
14975,2,1,103000.0,2,8.0,41.0,38.0,True,True
14976,0,1,70000.0,2,2.0,55.0,0.0,True,True
14977,3,0,75000.0,0,6.0,50.0,6.0,True,True
14979,3,1,79000.0,2,4.0,49.0,15.0,True,True
14982,1,1,87000.0,2,10.0,33.0,-2.0,False,True
14983,1,1,73000.0,0,4.0,35.0,11.0,True,True
14984,3,1,95000.0,1,8.0,48.0,34.0,True,True
14985,3,1,102000.0,1,6.0,45.0,44.0,False,True
14986,3,1,80000.0,1,8.0,32.0,-1.0,False,True
14987,2,1,96000.0,2,6.0,41.0,31.0,True,True
14988,0,0,78000.0,2,5.0,45.0,19.0,True,True
14989,1,0,71000.0,0,2.0,22.0,17.0,True,True
14990,2,1,74000.0,0,5.0,32.0,10.0,True,True
14991,0,0,77000.0,0,10.0,30.0,0.0,False,True
14992,0,1,74000.0,0,4.0,54.0,8.0,False,True
14993,4,0,60000.0,1,1.0,32.0,0.0,True,True
14994,2,0,81000.0,2,2.0,49.0,24.0,False,True
14995,0,1,82000.0,2,7.0,51.0,6.0,False,True
14996,1,1,89000.0,0,10.0,34.0,18.0,True,True
14997,3,0,78000.0,0,6.0,55.0,29.0,True,True
14999,3,1,72000.0,1,1.0,54.0,10.0,True,True
15000,2,0,69000.0,1,2.0,58.0,2.0,False,True
15001,0,0,80000.0,1,10.0,43.0,0.0,False,True
15002,3,0,85000.0,2,6.0,60.0,27.0,False,True
15003,2,1,0.0,1,4.0,50.0,20.0,True,True
15004,3,1,81000.0,2,7.0,34.0,0.0,False,True
15005,0,1,67000.0,1,1.0,53.0,4.0,False,True
15006,2,1,75000.0,1,6.0,54.0,8.0,True,True
15008,3,1,94000.0,0,5.0,35.0,38.0,False,True
15009,3,0,81000.0,1,7.0,27.0,5.0,True,True
15010,0,1,77000.0,0,9.0,26.0,3.0,True,True
15011,4,1,0.0,2,8.0,23.0,3.0,True,True
15012,2,0,67000.0,1,1.0,54.0,11.0,True,True
15013,2,1,81000.0,2,4.0,38.0,10.0,True,True
15014,4,0,73000.0,2,2.0,21.0,9.0,False,True
15015,2,0,87000.0,1,4.0,57.0,35.0,True,True
15016,0,1,83000.0,1,8.0,39.0,7.0,False,True
15017,2,0,64000.0,1,3.0,43.0,0.0,False,True
15018,3,0,70000.0,0,8.0,41.0,2.0,False,True
15019,1,0,77000.0,1,7.0,60.0,3.0,False,True
15020,2,0,75000.0,2,4.0,35.0,1.0,False,True
15021,0,0,0.0,2,4.0,25.0,4.0,False,True
15022,2,1,95000.0,2,10.0,42.0,0.0,False,True
15023,2,1,84000.0,0,9.0,35.0,4.0,False,True
15024,3,1,75000.0,1,4.0,36.0,4.0,True,True
15025,1,0,89000.0,1,5.0,31.0,34.0,False,True
15026,1,0,77000.0,1,8.0,59.0,1.0,False,True
15028,4,0,83000.0,2,10.0,20.0,3.0,False,True
15030,3,1,68000.0,0,2.0,31.0,0.0,True,True
15031,1,1,89000.0,2,2.0,49.0,30.0,False,True
15033,1,1,83000.0,2,4.0,49.0,20.0,False,True
15034,2,0,67000.0,2,2.0,32.0,11.0,True,True
15035,0,0,82000.0,1,10.0,25.0,11.0,False,True
15036,2,1,0.0,1,3.0,55.0,30.0,False,True
15037,3,1,88000.0,1,7.0,24.0,24.0,False,True
15038,2,1,77000.0,1,4.0,56.0,0.0,False,True
15039,4,1,73000.0,0,4.0,41.0,2.0,False,True
15040,4,0,78000.0,2,2.0,21.0,16.0,False,True
15041,2,1,102000.0,1,8.0,54.0,33.0,False,True
15043,3,1,83000.0,0,9.0,44.0,16.0,True,True
15044,0,1,70000.0,1,2.0,43.0,3.0,True,True
15045,3,1,78000.0,0,8.0,40.0,4.0,True,True
15046,3,1,76000.0,1,6.0,48.0,2.0,False,True
15047,1,1,80000.0,1,9.0,31.0,3.0,True,True
15048,3,0,82000.0,2,5.0,21.0,9.0,True,True
15049,3,1,91000.0,2,8.0,37.0,12.0,True,True
15050,1,0,92000.0,1,8.0,38.0,28.0,False,True
15051,0,0,74000.0,2,2.0,50.0,7.0,True,True
15052,3,0,83000.0,0,3.0,28.0,39.0,False,True
15053,3,1,85000.0,0,10.0,41.0,4.0,True,True
15054,2,1,0.0,2,6.0,46.0,0.0,True,True
15055,2,1,90000.0,0,4.0,58.0,38.0,False,True
15056,3,0,84000.0,1,10.0,52.0,5.0,True,True
15057,1,0,75000.0,0,4.0,37.0,24.0,False,True
15058,1,0,79000.0,2,5.0,35.0,22.0,True,True
15060,1,0,74000.0,1,7.0,35.0,8.0,True,True
15061,4,0,87000.0,2,1.0,34.0,41.0,False,True
15062,4,1,83000.0,1,7.0,41.0,9.0,True,True
15063,4,0,95000.0,0,7.0,48.0,38.0,True,True
15064,0,1,84000.0,0,5.0,35.0,30.0,True,True
15065,1,0,79000.0,0,7.0,43.0,24.0,True,True
15066,2,0,83000.0,2,8.0,44.0,14.0,False,True
15067,4,0,72000.0,2,5.0,41.0,1.0,False,True
15068,2,0,68000.0,0,7.0,26.0,1.0,False,True
15069,2,0,65000.0,2,1.0,30.0,-5.0,False,True
15071,1,0,72000.0,2,1.0,30.0,15.0,False,True
15072,3,0,65000.0,0,3.0,35.0,1.0,False,True
15073,2,1,68000.0,0,3.0,30.0,5.0,True,True
15074,2,0,0.0,1,1.0,41.0,10.0,True,True
15075,1,0,77000.0,1,7.0,27.0,1.0,True,True
15076,0,0,79000.0,2,7.0,56.0,0.0,False,True
15077,0,1,76000.0,1,6.0,39.0,0.0,False,True
15078,3,1,72000.0,2,2.0,35.0,5.0,True,True
15079,4,0,71000.0,2,1.0,40.0,9.0,False,True
15080,2,1,84000.0,1,7.0,49.0,2.0,False,True
15081,3,1,86000.0,2,7.0,44.0,8.0,True,True
15082,4,1,82000.0,0,9.0,43.0,5.0,False,True
15083,1,0,66000.0,2,3.0,35.0,3.0,False,True
15084,1,1,79000.0,0,7.0,39.0,21.0,False,True
15085,1,1,65000.0,2,1.0,34.0,6.0,False,True
15086,4,1,80000.0,1,7.0,23.0,8.0,True,True
15087,2,0,0.0,0,6.0,23.0,33.0,False,True
15089,0,0,70000.0,0,5.0,53.0,6.0,False,True
15090,4,1,75000.0,0,3.0,37.0,11.0,True,True
15091,3,0,80000.0,0,9.0,28.0,13.0,False,True
15093,1,0,91000.0,2,7.0,58.0,28.0,True,True
15094,0,0,93000.0,1,3.0,48.0,42.0,True,True
15096,1,0,59000.0,0,1.0,26.0,2.0,True,True
15097,0,1,76000.0,0,7.0,52.0,1.0,True,True
15098,1,0,77000.0,0,9.0,25.0,7.0,False,True
15099,2,1,66000.0,1,2.0,44.0,1.0,False,True
15100,4,1,84000.0,0,10.0,30.0,5.0,True,True
15101,4,1,96000.0,1,9.0,46.0,22.0,False,True
15104,3,1,67000.0,2,1.0,25.0,0.0,True,True
15105,4,1,91000.0,1,9.0,52.0,25.0,False,True
15106,1,1,87000.0,2,6.0,51.0,2.0,True,True
15107,2,1,91000.0,1,10.0,31.0,8.0,False,True
15108,0,0,68000.0,0,5.0,42.0,5.0,True,True
15109,0,1,81000.0,0,10.0,39.0,5.0,False,True
15110,0,1,88000.0,0,10.0,39.0,18.0,False,True
15113,4,1,86000.0,1,8.0,48.0,1.0,True,True
15114,3,1,82000.0,0,9.0,29.0,1.0,False,True
15115,1,1,71000.0,2,3.0,45.0,8.0,False,True
15116,1,1,89000.0,2,6.0,46.0,20.0,True,True
15117,0,1,95000.0,2,5.0,48.0,36.0,True,True
15118,0,0,84000.0,1,10.0,57.0,0.0,False,True
15119,3,1,83000.0,1,7.0,31.0,0.0,False,True
15120,3,1,79000.0,0,7.0,55.0,0.0,True,True
15122,3,0,86000.0,2,9.0,49.0,1.0,False,True
15123,3,1,72000.0,2,2.0,59.0,13.0,False,True
15124,3,1,88000.0,2,8.0,31.0,12.0,True,True
15125,0,0,77000.0,0,9.0,43.0,-5.0,True,True
15126,4,0,76000.0,0,9.0,42.0,1.0,True,True
15127,2,1,86000.0,2,9.0,21.0,1.0,False,True
15129,1,0,63000.0,2,1.0,53.0,1.0,True,True
15130,2,0,79000.0,0,9.0,20.0,0.0,True,True
15131,1,1,77000.0,2,4.0,50.0,-8.0,False,True
15132,4,1,70000.0,0,2.0,59.0,18.0,False,True
15133,1,0,100000.0,1,10.0,41.0,37.0,True,True
15134,2,1,67000.0,0,3.0,37.0,14.0,False,True
15135,1,1,80000.0,0,7.0,37.0,0.0,False,True
15136,4,0,78000.0,2,7.0,31.0,1.0,False,True
15137,1,0,86000.0,2,8.0,21.0,7.0,False,True
15138,4,0,75000.0,2,3.0,29.0,21.0,True,True
15141,2,1,87000.0,2,4.0,26.0,33.0,False,True
15142,0,0,70000.0,1,3.0,42.0,19.0,True,True
15143,2,0,74000.0,1,2.0,50.0,16.0,True,True
15144,3,1,97000.0,1,5.0,27.0,42.0,False,True
15145,3,1,73000.0,1,1.0,56.0,13.0,False,True
15147,4,0,98000.0,0,10.0,37.0,33.0,True,True
15148,3,1,86000.0,1,10.0,60.0,12.0,False,True
15149,0,1,88000.0,1,8.0,53.0,5.0,True,True
15151,4,1,68000.0,2,1.0,52.0,10.0,False,True
15152,0,1,81000.0,0,7.0,43.0,14.0,False,True
15153,1,1,76000.0,0,8.0,43.0,7.0,True,True
15154,1,1,79000.0,0,8.0,40.0,1.0,False,True
15155,3,1,67000.0,1,2.0,58.0,3.0,True,True
15156,4,0,80000.0,0,10.0,48.0,17.0,False,True
15157,0,1,69000.0,0,6.0,24.0,2.0,False,True
15159,4,0,73000.0,1,1.0,22.0,-25.0,True,True
15160,1,0,79000.0,0,9.0,58.0,18.0,False,True
15161,4,1,75000.0,1,5.0,33.0,10.0,False,True
15162,4,1,90000.0,2,10.0,55.0,13.0,False,True
15163,0,1,74000.0,1,5.0,47.0,6.0,False,True
15164,4,0,69000.0,2,1.0,33.0,0.0,False,True
15165,3,0,0.0,1,4.0,28.0,1.0,False,True
15167,1,1,79000.0,1,8.0,60.0,0.0,True,True
15168,2,0,87000.0,1,7.0,40.0,-27.0,True,True
15169,2,0,83000.0,0,9.0,25.0,18.0,False,True
15170,4,1,83000.0,1,7.0,38.0,12.0,True,True
15171,3,0,0.0,1,6.0,50.0,15.0,False,True
15172,3,0,68000.0,2,3.0,28.0,4.0,False,True
15173,0,1,80000.0,0,9.0,28.0,0.0,True,True
15175,4,1,84000.0,1,7.0,56.0,7.0,False,True
15176,4,1,89000.0,0,8.0,30.0,24.0,True,True
15177,1,0,74000.0,1,5.0,38.0,1.0,True,True
15178,0,0,92000.0,2,6.0,30.0,29.0,True,True
15179,2,1,78000.0,1,5.0,26.0,16.0,False,True
15180,3,1,85000.0,2,5.0,47.0,10.0,True,True
15181,3,1,82000.0,0,9.0,47.0,3.0,False,True
15182,0,0,85000.0,1,9.0,52.0,6.0,False,True
15183,4,1,119000.0,2,10.0,48.0,42.0,True,True
15184,3,0,86000.0,1,7.0,33.0,31.0,False,True
15185,4,0,69000.0,1,1.0,48.0,7.0,True,True
15186,2,1,78000.0,0,7.0,45.0,7.0,False,True
15187,0,1,65000.0,0,2.0,41.0,1.0,True,True
15188,0,1,86000.0,1,10.0,20.0,5.0,False,True
15189,4,0,66000.0,1,3.0,49.0,7.0,True,True
15190,0,1,65000.0,1,1.0,35.0,15.0,False,True
15191,4,1,77000.0,0,7.0,21.0,14.0,True,True
15192,3,1,95000.0,2,8.0,52.0,15.0,True,True
15193,2,1,0.0,2,9.0,47.0,4.0,False,True
15194,4,0,67000.0,0,1.0,48.0,8.0,False,True
15195,4,1,81000.0,1,4.0,35.0,11.0,False,True
15196,1,0,79000.0,1,6.0,24.0,13.0,False,True
15197,2,1,92000.0,1,8.0,39.0,31.0,False,True
15199,4,0,76000.0,0,9.0,51.0,5.0,False,True
15200,4,0,78000.0,2,2.0,56.0,15.0,True,True
15201,3,0,75000.0,1,5.0,41.0,-1.0,False,True
15202,1,0,68000.0,2,1.0,23.0,1.0,False,True
15203,0,1,61000.0,0,1.0,54.0,1.0,False,True
15204,1,0,89000.0,2,10.0,25.0,2.0,False,True
15205,4,0,71000.0,2,2.0,23.0,18.0,True,True
15206,2,1,73000.0,1,3.0,36.0,16.0,True,True
15207,4,0,66000.0,1,1.0,33.0,4.0,True,True
15208,1,0,0.0,2,3.0,59.0,2.0,False,True
15209,3,1,67000.0,0,1.0,35.0,2.0,False,True
15210,2,0,69000.0,0,7.0,28.0,9.0,False,True
